cust_code,first_shop_date,last_shop_date,previous_shop_date,dur_from_last_date,weekday_count,holiday_count,shop_morning_count,shop_afternoon_count,shop_evening_count,shop_night_count,no_of_visit,mtbp,no_visit_week,avg_weekly_visit,percent_active_weeks,total_spend,avg_weekly_spend,avg_spend,std_spend,spend_last_1_mth,spend_last_3_mth,spend_last_6_mth,arpu,avg_prod40_d1_spend,avg_prod40_d2_spend,avg_prod40_d3_spend,avg_prod40_d4_spend,avg_prod40_d5_spend,avg_prod40_d6_spend,avg_prod40_d7_spend,avg_prod40_d8_spend,avg_prod40_d9_spend,prop_basket_s,prop_basket_m,prop_basket_l,prop_small_shop,prop_full_shop,prop_top_up,avg_dom_fresh_spend,avg_dom_mixed_spend,avg_dom_grocery_spend,avg_dom_nonfood_spend,cust_lifestage
CUST0000605140,5/20/2006,9/18/2007,4/14/2007,292,3,2,1,2,1,1,5,97.2,5,0.8,4.27,29.9,5.98,7.47,2.05,0,0,0,29.9,2.38,7.66,3.03,0,1.36,0,0,0,0,1,1.75,0.75,2.75,0,0.75,11.06,3.89,0,0,YA
CUST0000053954,8/9/2006,12/24/2006,10/15/2006,560,3,2,0,0,2,3,5,27.4,5,0.6,4.27,67.16,13.43,22.39,2.78,0,0,0,67.16,1.22,8.77,3.45,9.48,3.19,0,0,12.2,0,0.33,3.67,5.33,0.33,0,9,18.85,19.41,0,9.48,
CUST0000445359,7/5/2006,3/1/2008,11/23/2007,127,4,1,3,2,0,0,5,121,5,0.8,4.27,12.1,2.42,3.02,0.97,0,0,0.91,12.1,0.83,4.96,0,0,0.13,0,0,0,0,1.25,1.75,0,2.25,0,0,3.98,0,0,0,OT
CUST0000556111,6/11/2006,12/30/2007,12/28/2006,189,3,2,1,2,2,0,5,113.4,5,0.8,4.27,18.95,3.79,4.74,1.16,0,0,0,18.95,3.33,2.82,3.84,0,0,0,0,0,0,0.5,2.25,0,2.75,0,0,4.51,0,5.43,0,
CUST0000988850,3/6/2008,6/12/2008,5/14/2008,24,8,4,7,5,0,0,12,8.17,5,0.4,4.27,34.76,6.95,17.38,0.99,3.57,6.79,34.76,34.76,0.77,11.73,4.83,0,0.11,0,0,0,0,2.5,11.5,0,14,0,0,11.14,5.44,3.52,0,OT
CUST0000102405,6/13/2006,3/10/2007,1/20/2007,484,3,3,1,2,2,1,6,45,5,1,4.27,169.92,33.98,33.98,2.1,0,0,0,169.92,0.7,14.56,13.15,0,5.38,0,0,14.28,3.1,0,1.2,22.4,1.2,22.4,0,0,39.79,16.85,0,OT
CUST0000659438,12/23/2006,2/2/2008,1/26/2008,155,2,3,2,2,1,0,5,81.2,5,0.8,4.27,14.58,2.92,3.65,0.64,0,0,3.94,14.58,0,2.05,2.92,0,0.56,0,0,0,0,0.75,2,0,2.75,0,0,2.42,0,4.91,0,YA
CUST0000124528,8/30/2006,4/19/2008,10/13/2007,78,4,2,1,2,0,3,6,99.67,5,1,4.27,162.59,32.52,32.52,2.47,0,5.1,5.1,162.59,2.38,12.33,17.31,1.77,2.47,0,0,23.46,0,0.4,0,16.8,0.4,11,5.8,19.08,13.95,49.74,2.17,
CUST0000286210,7/13/2006,6/8/2008,3/22/2008,28,3,3,2,4,0,0,6,116,6,0.83,5.13,81.47,13.58,16.29,2.25,18.46,18.46,41.78,81.47,2.3,10.68,4.48,0,1.07,0,0,0,0,0.2,3.4,4.8,1.2,0,7.2,13.13,0,15.81,0,OT
CUST0000106510,9/2/2006,5/12/2008,8/7/2007,55,5,1,0,1,2,3,6,103,6,0.83,5.13,47.81,7.97,9.56,2.07,0,3.81,3.81,47.81,1.53,3.95,2.16,0.18,6.86,0,0,13.89,0,0.4,2.4,2.2,2.8,0,2.2,3.04,32.67,3.02,0,YF
CUST0000951428,8/25/2006,4/9/2008,4/7/2008,88,7,1,2,5,0,1,8,74.13,6,0.67,5.13,59.12,9.85,14.78,2.46,0,14.22,14.22,59.12,1.54,4.06,9.42,0,4.23,0,0,0,0,1,5.75,0,3.25,0,3.5,9.83,4.69,12.7,0,PE
CUST0000525844,6/2/2006,6/15/2008,5/9/2008,21,4,2,0,4,2,0,6,124,6,0.83,5.13,10.34,1.72,2.07,1.01,2.44,2.87,2.87,10.34,0,2.37,0.43,0,0,0,0,0,0,1.2,0,0,1.2,0,0,2.37,0,0.43,0,YF
CUST0000857799,8/18/2007,1/17/2008,1/2/2008,171,5,1,6,0,0,0,6,25.33,6,0.5,5.13,15.45,2.57,5.15,2.81,0,0,0.95,15.45,0,0,1.73,9.48,0.78,0,0,0,0,2,1.33,0,3.33,0,0,0,0,1.99,9.48,OF
CUST0000350287,5/31/2006,6/5/2008,1/20/2008,31,5,1,0,4,0,2,6,122.67,6,0.83,5.13,71.58,11.93,14.32,1.59,0,10.69,24.01,71.58,2.67,9.08,9.98,0,2.48,0,0,0,0,0.2,2.4,6.2,1.4,0,7.4,14.76,13.6,13.32,0.37,YF
CUST0000147695,9/20/2006,5/21/2008,5/12/2007,46,7,1,0,4,3,1,8,76.13,6,0.83,5.13,57.6,9.6,11.52,1.09,0,11.71,11.71,57.6,1.92,5.87,4.34,0.59,4.46,0,0,2.01,0,0.8,2.8,5.4,1.4,0,7.6,8.81,9.47,2.75,0,
CUST0000953110,9/25/2006,12/4/2007,9/28/2007,215,5,1,1,4,1,1,6,72.5,6,0.67,5.13,138.56,23.09,34.64,4.92,0,0,0,138.56,1.94,12.51,2.23,0,4.62,0,0,28.78,0,0.25,2,10.5,2.25,3,7.5,21.75,37.82,35.5,0,OF
CUST0000223448,5/2/2007,11/14/2007,10/21/2007,235,4,2,0,0,1,5,6,32.67,6,0.5,5.13,54.7,9.12,18.23,2.38,0,0,0,54.7,0.77,7.76,6.12,0,1.15,0,0,9.21,0,0.67,4,2.67,4.67,0,2.67,12.65,4.02,8.46,0,OA
CUST0000068327,4/28/2006,6/4/2008,1/24/2007,32,4,2,4,1,1,0,6,128,6,0.83,5.13,5.27,0.88,1.05,0.1,0,0.92,0.92,5.27,0,0,0,0,1.05,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,1.05,OT
CUST0000561980,10/2/2006,3/25/2008,12/31/2007,103,5,1,0,2,1,3,6,90,6,0.83,5.13,44.06,7.34,8.81,1.16,0,0,14.52,44.06,0,6.13,1.93,0,1.9,0,0,0,0.01,0.4,3.6,2.4,2.8,0,3.6,8.16,9.79,0,0,OA
CUST0000184875,7/31/2006,12/8/2007,5/31/2007,211,4,2,0,3,3,0,6,82.5,6,0.67,5.13,57.52,9.59,14.38,2.7,0,0,0,57.52,2.22,7.53,1.36,0,4.46,0,0,13.92,0,0.25,3,4,3.25,0,4,17.49,6.46,16.08,0,
CUST0000038720,6/22/2006,6/24/2008,12/23/2007,12,4,2,4,2,0,0,6,122.17,6,0.83,5.13,71.6,11.93,14.32,3.05,13.22,13.22,13.22,71.6,0.75,4.79,3.33,0,12.5,0,0,12.2,0,1,0.2,4.4,1.2,0,4.4,9.7,30.17,2.64,0,OF
CUST0000502371,7/28/2006,6/22/2008,1/26/2008,14,5,2,1,4,2,0,7,99.29,6,0.67,5.13,40.71,6.79,10.18,1.77,8.37,8.37,13.79,40.71,0,4.2,4.03,8.37,4.53,0,0,0,2.82,0,5.25,0,5.25,0,0,4.29,12.56,2.82,8.37,YF
CUST0000556927,4/11/2007,4/20/2008,1/8/2008,77,4,2,0,4,0,2,6,62.5,6,0.83,5.13,210.04,35.01,42.01,2.16,0,33.03,56.75,210.04,4.53,21.06,9.07,3.54,10.96,0,0,15.78,0,0,0.8,17,0.8,10.6,6.4,41.77,42.17,0,0,
CUST0000070457,5/28/2006,5/6/2007,2/5/2007,427,5,2,0,3,4,0,7,49,6,0.67,5.13,190.34,31.72,47.58,1.57,0,0,0,190.34,10.18,31.65,6,0,7.69,0,0,6.25,0,0.25,0,28.25,0.25,16,12.25,47.35,0,0,0.92,YA
CUST0000745547,5/8/2006,4/21/2008,11/29/2007,76,5,1,3,2,1,0,6,119,6,0.83,5.13,156.91,26.15,31.38,2.42,0,22.31,22.31,156.91,14.03,20.33,9.78,0,2.8,0,0,0,0,0.2,0.4,11.4,0.4,5.8,5.6,54.47,0,22.31,3.22,OT
CUST0000493522,12/17/2006,2/5/2008,9/25/2007,152,6,2,2,2,4,2,8,51.88,6,0.67,5.13,123.41,20.57,30.85,2.52,0,0,7.77,123.41,4.55,19.53,7.73,0,6.08,0,0,14.16,0,0.75,7,8,3.75,0,12,37.02,2.9,20.16,6.14,OT
CUST0000823177,5/10/2006,4/23/2008,4/21/2008,74,7,1,0,3,5,1,8,89.25,6,0.67,5.13,107.79,17.96,26.95,3.4,0,35.5,35.5,107.79,1.02,20.74,2.9,1.45,3.1,0,0,0,0,0,12.5,3,4.25,0,11.25,23.02,15.7,0,0,OT
CUST0000884358,8/7/2006,5/11/2007,4/22/2007,422,5,1,0,1,5,0,6,46.17,6,0.5,5.13,74.36,12.39,24.79,2.78,0,0,0,74.36,1.89,12.6,8.38,0,5.97,0,0,0,0,0.33,4.33,5.33,4.67,5.33,0,1.89,20.83,0,9.98,OT
CUST0000300687,4/25/2006,6/14/2007,9/26/2006,388,6,1,3,1,0,3,7,59.29,6,0.83,5.13,52.47,8.74,10.49,2.5,0,0,0,52.47,1.77,13.18,2.52,0,3.6,0,0,0,0,0.8,0.4,3,1.2,0,3,11.5,0,2.88,3.6,OT
CUST0000549619,7/30/2006,1/24/2007,11/19/2006,529,2,4,3,1,1,1,6,29.67,6,0.5,5.13,101.65,16.94,33.88,3.53,0,0,0,101.65,2.1,23.14,8.28,0,2.65,0,0,0,0,0.67,3,14,3.67,7.67,6.33,22.42,15.32,3.75,0,OF
CUST0000822523,5/21/2006,4/23/2008,9/26/2007,74,3,3,0,4,1,1,6,117.17,6,1,5.13,8.12,1.35,1.35,0.61,0,2.85,2.85,8.12,2.85,1.54,0.43,0,0.01,0,0,0,0,1.33,0,0,1.17,0,0,2.41,0,0.43,0,OT
CUST0000417931,4/6/2007,4/23/2008,3/6/2008,74,6,0,4,2,0,0,6,63.83,6,0.83,5.13,2.96,0.49,0.59,0.09,0,0.55,1.65,2.96,0,0,0.43,0,0.63,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0.43,0.63,OA
CUST0000117551,12/1/2006,4/12/2008,3/5/2008,85,5,1,1,4,1,0,6,83,6,1,5.13,33.59,5.6,5.6,1.96,0,0.99,25.57,33.59,3.1,3.12,1.32,0,0.07,0,0,8.13,0,1.5,0.5,1.33,1.83,0,1.33,3.06,6.86,0,0,OF
CUST0000539286,5/30/2006,4/5/2008,1/30/2008,92,5,1,3,1,2,0,6,112.67,6,0.83,5.13,176.34,29.39,35.27,2.08,0,0,92.57,176.34,1.35,24.96,5.07,0,3.57,0,0,9.57,4.5,0.2,0,15.2,0.2,4.8,10.4,35.27,0,0,0,YA
CUST0000553827,8/29/2006,6/14/2007,6/8/2007,388,4,2,4,0,2,0,6,48.17,6,0.67,5.13,14.6,2.43,3.65,0.86,0,0,0,14.6,1.37,2.5,1.11,0,0.76,0,0,0,0,1.25,1.5,0,2.75,0,0,3.73,0,3.4,0,
CUST0000939957,7/12/2006,3/27/2008,2/21/2008,101,5,1,1,4,0,1,6,104,6,0.83,5.13,153.24,25.54,30.65,1.57,0,0,40.84,153.24,8.01,18.92,11.69,0,5.3,0,0,3.39,0,0,2,16.8,0.6,13.2,5,13.46,45.11,2.22,0,YF
CUST0000636171,6/4/2006,11/19/2006,11/16/2006,595,5,2,1,4,1,1,7,24,6,0.5,5.13,49.23,8.21,16.41,2.85,0,0,0,49.23,0,4.25,9.85,0.59,0.64,0,0,15.56,0,2,2.33,4,4.33,0,4,3.49,1.87,18.44,0,OT
CUST0000071788,12/26/2006,5/24/2008,4/24/2007,43,6,4,1,1,8,0,10,51.5,6,0.67,5.13,21.6,3.6,5.4,0.76,0,2.45,2.45,21.6,0,0,5.31,0,0.35,0,0,0,0,3.25,1,0,4.25,0,0,0,0,5.4,0,YF
CUST0000393047,4/16/2006,6/16/2008,5/16/2008,20,6,4,3,3,3,2,10,79.2,6,0.5,5.13,31.89,5.32,10.63,0.89,0.84,1.63,1.63,31.89,1.66,6.32,11.28,0,0,0,0,0,0,3,5.33,0,5.33,0,3,5.46,5.2,10.3,0,OT
CUST0000144476,10/9/2006,3/5/2008,7/17/2007,123,5,1,2,2,2,0,6,85.5,6,0.83,5.13,68.84,11.47,13.77,1.02,0,0,12.6,68.84,3.01,8.15,4.7,0,4.1,0,0,2.46,0,0.2,0.6,8.4,2.2,3.2,3.8,5.58,18.42,2.43,0,OF
CUST0000422532,4/25/2006,6/15/2008,10/14/2006,21,4,2,3,3,0,0,6,130.33,6,0.67,5.13,20.6,3.43,5.15,1.61,4.62,4.62,4.62,20.6,0,5.15,0,0,0,0,0,0,0,0.75,1.5,0,2.25,0,0,5.15,0,0,0,OT
CUST0000522783,7/15/2006,7/10/2007,4/20/2007,362,3,3,0,3,1,2,6,60,6,0.83,5.13,32.06,5.34,6.41,1.47,0,0,0,32.06,2.93,4.9,2.27,0,4.98,0,0,0,0,0.6,3.6,0,1.8,0,2.4,6.68,0,0,5.33,YA
CUST0000689094,7/25/2006,4/18/2008,8/26/2007,79,4,2,0,2,2,2,6,105.5,6,0.67,5.13,61.17,10.2,15.29,2.04,0,1.63,1.63,61.17,1.03,11.58,2.74,0,0,0,0,5.62,0,0.75,2.75,3.75,2.25,0,5,15.08,0,0.85,0,OT
CUST0000981425,7/20/2006,6/23/2008,4/5/2008,13,4,3,2,0,0,5,7,100.57,6,0.5,5.13,51.39,8.56,17.13,3.81,2.62,2.62,45.46,51.39,0,17.39,12.78,0,2.62,0,0,3.21,0,1.67,3,0,4.67,0,0,7.29,11.17,13.85,2.62,YF
CUST0000999936,8/3/2006,4/17/2008,4/4/2008,80,5,1,4,2,0,0,6,103.83,6,0.83,5.13,17.67,2.95,3.53,0.86,0,0.98,2.9,17.67,0,2.37,1.6,0,1.77,0,0,0,0,0.6,2.4,0,1.8,0,1.2,2.69,5.8,1.9,0,YF
CUST0000153760,4/23/2006,9/5/2006,7/27/2006,670,2,4,2,4,0,0,6,22.5,6,0.5,5.13,34.47,5.75,11.49,2.12,0,0,0,34.47,0,5.25,2.25,0,0.57,0,0,13.65,0,0.67,5,0,5.67,0,0,4.15,18.89,3.64,0,YF
CUST0000378031,8/4/2006,4/18/2008,4/9/2008,79,7,0,1,4,0,2,7,89,6,0.83,5.13,21.14,3.52,4.23,0.6,0,5.53,5.53,21.14,0.83,3.48,1.27,0,0.93,0,0,0,0,2,1.6,0,3.6,0,0,3.89,3.69,2.3,0,OA
CUST0000284687,8/3/2006,3/3/2008,1/23/2008,125,8,0,1,3,2,2,8,72.25,7,1,5.98,59.96,8.57,8.57,3.04,0,0,5.25,59.96,0.8,4.43,5.99,2.91,1.56,0,0,0,0,0.14,2.57,1.43,1.29,0,2.86,0,9.16,7.71,4.68,YA
CUST0000107633,10/6/2006,6/19/2008,6/5/2008,17,8,0,0,2,3,3,8,77.75,7,0.57,5.98,289.82,41.4,72.46,7.56,4.82,63.88,63.88,289.82,6.75,51.93,22.53,0,4.82,0,0,43.29,0,1,3.25,9.75,2.75,6.25,5,10.81,82.58,0,4.82,OA
CUST0000280075,7/28/2006,7/6/2008,8/29/2007,0,5,3,2,2,0,4,8,88.63,7,0.71,5.98,146.42,20.92,29.28,3.49,4.49,4.49,4.49,146.42,0,3.62,31.42,0,0.07,0,0,3.08,0,0,2.2,5,2.2,0,5,4.49,0,34.36,0,
CUST0000302332,11/2/2006,4/11/2008,2/28/2008,86,9,2,2,8,0,1,11,47.82,7,0.71,5.98,45.79,6.54,9.16,2.29,0,3.15,22.97,45.79,2.64,6.18,2.06,0.23,0.88,0,0,0,0,0.6,5.8,0.8,5.8,0,1.4,7.92,5.81,2.49,0,OA
CUST0000075000,1/7/2007,5/22/2008,2/12/2008,45,4,3,0,4,3,0,7,71.57,7,1,5.98,55.88,7.98,7.98,4.03,0,1.73,19.7,55.88,2.52,2.73,1.11,2,3.69,0,0,13.57,0,0.71,2.14,0,2.14,0,0.71,3.19,5.31,18.9,0,
CUST0000207530,2/7/2007,6/8/2008,5/23/2008,28,7,2,0,2,6,1,9,54.11,7,0.43,5.98,28.47,4.07,9.49,0.9,1.61,6.78,6.78,28.47,0.34,7.46,4.4,0,0,0,0,0,0,2.33,4.33,0,6.67,0,0,5.96,11.71,1.61,0,OT
CUST0000305139,8/5/2007,6/19/2008,3/19/2008,17,5,2,4,1,2,0,7,45.57,7,0.43,5.98,34.79,4.97,11.6,2.29,1.06,1.06,22.19,34.79,3.4,9.33,5.86,0,1.73,0,0,0,0,2,1.33,2,3.33,0,2,11.1,11.08,1.52,0,YA
CUST0000119697,9/6/2006,5/13/2008,11/19/2007,54,7,1,2,3,3,0,8,76.88,7,0.71,5.98,173.52,24.79,34.7,2.37,0,34.35,34.35,173.52,2.24,26.64,7.79,3.18,4.81,0,0,0,0,0,5.6,9,2.8,7.2,4.6,34.7,0,0,0,OT
CUST0000825437,6/26/2006,6/26/2008,5/23/2008,10,6,1,3,2,2,0,7,104.43,7,0.86,5.98,54.36,7.77,9.06,1.11,11.48,15.61,15.61,54.36,1.5,6.93,0,0,0.06,0,0,3.69,0,0.33,5.33,0,5.67,0,0,9.06,0,0,0,OT
CUST0000474097,11/24/2007,3/15/2008,2/28/2008,113,6,3,0,4,2,3,9,12.44,7,0.29,5.98,28.98,4.14,14.49,2.31,0,0,17.01,28.98,0,10.14,3.1,1.01,0.42,0,0,10.8,0,3.5,6,0,6.5,0,3,6.35,7.83,6.82,1.17,OF
CUST0000073259,9/19/2006,5/28/2008,12/15/2007,39,6,4,4,3,3,0,10,61.7,7,0.86,5.98,52.16,7.45,8.69,2.87,0,0.85,0.85,52.16,2.11,8.64,2.19,3.7,1.03,0,0,12.1,4.23,1.5,1.33,0.67,2.83,0,0.67,10.31,0,7.9,1.96,OF
CUST0000145600,3/2/2007,6/2/2008,9/22/2007,34,5,2,0,3,2,2,7,65.43,7,0.71,5.98,66.93,9.56,13.39,4.69,0,22.01,22.01,66.93,0,6.53,0.53,0,12.89,0,0,19.96,0,1.2,0.2,1.2,1.4,0,1.2,1.6,22.01,7.1,0,PE
CUST0000438271,8/25/2006,6/7/2008,10/22/2007,29,5,2,0,1,5,1,7,93.14,7,0.71,5.98,141.11,20.16,28.22,1.27,40.78,40.78,40.78,141.11,3.75,19.6,6.7,1.44,4.24,0,0,0,0,0.8,0,19.4,0.8,19.4,0,26.85,16.59,0.53,0,OT
CUST0000843590,3/1/2008,4/8/2008,4/4/2008,89,7,5,0,2,4,6,12,3.17,7,0.29,5.98,52.17,7.45,26.09,1.62,0,7.2,52.17,52.17,1.13,6.16,25.25,0,6.17,0,0,0,0,4,12,0,10.5,0,5.5,11.96,5.54,20.27,7.2,YA
CUST0000803062,12/18/2006,6/18/2008,5/12/2008,18,5,3,0,3,2,3,8,68.5,7,0.71,5.98,134.99,19.28,27,6.19,0.59,37.41,39.55,134.99,6.83,10.64,5.55,2.14,4.49,0,0,30.93,0,0.8,2,6.4,0.8,5,3.4,0,30.09,34.68,1.82,OT
CUST0000368360,8/2/2006,4/14/2008,3/8/2008,83,5,2,0,3,2,2,7,88.71,7,0.86,5.98,48.54,6.93,8.09,1.66,0,8.31,10.14,48.54,0.93,9.24,1.24,0,2.54,0,0,0,0,0.5,3.5,0.83,2.83,0,2,10.78,0,0,2.72,OT
CUST0000989297,11/7/2006,6/28/2008,4/6/2008,8,5,2,0,1,5,1,7,85.57,7,1,5.98,302.9,43.27,43.27,2.47,12.58,76.98,76.98,302.9,3.34,26.78,15.48,3.27,6.51,0,0,0,0,0,2,14.29,0.29,14.29,1.71,28.41,71.47,0,3.27,YF
CUST0000007939,5/30/2006,6/29/2008,6/21/2008,7,7,3,0,3,3,4,10,76.1,7,0.57,5.98,123.19,17.6,30.8,1.77,6.7,40.51,40.51,123.19,2.71,23.57,3.47,0,2.12,0,0,1.04,0,1.25,3,14.75,4.25,0,14.75,28.3,6.54,1.32,0.81,OT
CUST0000038488,1/20/2007,5/28/2008,3/14/2008,39,4,3,1,6,0,0,7,70.57,7,0.71,5.98,5.85,0.84,1.17,0.11,0,0.75,1.42,5.85,0.75,0,0,0,1.45,0,0,0,0,1.4,0,0,1.4,0,0,0.75,0,0,1.45,OT
CUST0000094256,4/11/2007,5/22/2008,11/19/2007,45,7,0,0,0,1,6,7,58.14,7,0.71,5.98,28.93,4.13,5.79,1.3,0,6.12,6.12,28.93,1.45,3.63,1.47,0,2.82,0,0,0,0,0.4,2.4,0.4,2.8,0,0.4,2.95,6.12,3.93,0,OT
CUST0000830944,9/11/2006,6/26/2008,2/14/2008,10,7,3,3,2,5,1,10,65.4,7,0.71,5.98,363.66,51.95,72.73,1.64,1.59,1.59,134,363.66,6.66,50.4,19.74,3.82,6.45,0,0,15.48,1.11,0.6,1.4,41.6,0.6,36.2,6.8,73.48,32.72,1.11,1.59,YA
CUST0000681757,5/27/2006,5/4/2007,3/24/2007,429,4,3,0,6,1,0,7,48.86,7,0.86,5.98,23.19,3.31,3.87,1.52,0,0,0,23.19,1.96,1.78,1.56,0.59,5.11,0,0,0,0,1.67,0.5,0,2.17,0,0,2.66,4.95,0,0,OT
CUST0000574609,3/25/2007,4/19/2008,2/21/2008,78,5,2,2,5,0,0,7,55.86,7,0.71,5.98,10.78,1.54,2.16,0,0,1.54,3.08,10.78,0,2.16,0,0,0,0,0,0,0,1.4,0,0,1.4,0,0,2.16,0,0,0,YF
CUST0000861708,8/18/2006,5/5/2008,11/18/2007,62,4,3,0,0,5,2,7,89.43,7,0.71,5.98,19.12,2.73,3.82,0.79,0,1.31,1.31,19.12,2.53,1.54,0.3,0,0,0,0,0,0,2.2,1,0,3.2,0,0,3.82,0,0,0,YF
CUST0000106470,4/12/2006,6/11/2008,1/21/2008,25,7,0,0,5,2,0,7,113,7,1,5.98,189.2,27.03,27.03,1.4,4.88,4.88,36.49,189.2,2.02,22.43,9.4,0,3.07,0,0,0,0,0.57,0,19.29,0.57,15.71,3.57,37.38,34.89,4.88,0,OA
CUST0000869849,8/12/2006,6/29/2008,5/11/2008,7,4,3,0,5,0,2,7,98.14,7,0.86,5.98,50.4,7.2,8.4,1.91,6.38,24.53,24.53,50.4,6.18,3.54,5.59,0,0,0,0,0,0,0.83,2,0,2.83,0,0,6.46,0,9.05,0,OT
CUST0000632621,7/27/2006,4/12/2008,11/18/2007,85,5,4,0,1,4,4,9,69.44,7,0.71,5.98,207.15,29.59,41.43,2.72,0,34.45,34.45,207.15,5.31,22.85,9.27,0,5.92,0,0,0,1,0.6,2.2,16,1.2,10.6,7,34.14,28.41,1,18.49,OF
CUST0000954979,8/28/2006,12/15/2007,11/27/2007,204,6,1,4,3,0,0,7,67.71,7,0.57,5.98,30.01,4.29,7.5,1.93,0,0,0,30.01,1.4,4.39,5.2,0,0,0,0,0,0,0.75,3,0.5,3.75,0,0.5,5.04,1.48,13.42,0,YF
CUST0000364367,8/16/2006,6/24/2008,12/30/2007,12,7,2,3,5,0,1,9,75.33,7,0.71,5.98,117.84,16.83,23.57,3.92,17.77,17.77,17.77,117.84,2.49,10.96,2.84,2,0.72,0,0,15.09,0.86,0.4,2,6.4,3.2,0,5.4,13.46,17.77,27.36,0.53,YF
CUST0000578977,4/15/2006,5/26/2008,2/12/2008,41,6,1,1,1,1,4,7,110.29,7,1,5.98,56.6,8.09,8.09,1.23,0,6.69,18.03,56.6,0.67,4.44,1.91,0.31,8.09,0,0,0,0,0,4.14,1.86,0.71,1.86,3.43,5.26,13.03,1.72,0,
CUST0000663598,3/9/2007,6/13/2008,1/4/2008,23,7,0,0,0,3,4,7,66,7,0.71,5.98,133.32,19.05,26.66,2.02,14.57,14.57,14.57,133.32,3.13,13.34,13.51,0,2.09,0,0,0,0,0,3.2,10.8,0.4,7.4,6.2,18.95,14.7,21.42,0,YA
CUST0000223864,11/25/2006,3/5/2008,6/27/2007,123,6,3,7,2,0,0,9,51.78,7,0.71,5.98,106.68,15.24,21.34,3.95,0,0,8.2,106.68,1.6,9.09,6.66,0,0.33,0,0,18.92,0,0.8,3.6,3.2,2.6,0,5,11.99,24.1,22.52,0,
CUST0000328513,10/8/2006,5/21/2008,4/16/2008,46,5,2,4,0,1,2,7,84.43,7,0.57,5.98,78.01,11.14,19.5,2.19,0,17.87,45.24,78.01,5.59,7.12,7.47,0,0.95,0,0,0,0,0,2.25,7.25,5.25,4,0,3.93,17.53,0,0,YF
CUST0000140993,4/13/2006,5/16/2008,2/8/2008,51,5,2,2,0,4,1,7,109.14,7,0.86,5.98,103.26,14.75,17.21,2.03,0,15.75,31.21,103.26,1.49,9.77,2.19,9.18,5.34,0,0,7.83,0,0.33,4,6.5,0.33,4.83,5.67,10.66,49.96,0,0,OT
CUST0000950882,6/24/2006,5/19/2008,11/24/2007,48,3,4,3,3,1,0,7,99.29,7,1,5.98,140.27,20.04,20.04,2.8,0,4.72,4.72,140.27,1.29,40.63,14.15,0.31,0.61,4.72,0,7.64,0,0.57,0.43,6.86,0.71,5.71,1.14,42.49,0,1.68,0,OT
CUST0000615985,5/24/2006,4/22/2008,2/17/2008,75,5,3,1,4,1,2,8,87.38,7,0.86,5.98,68.82,9.83,11.47,1.14,0,4.42,23.34,68.82,3.09,4.03,4.26,0,6.74,0,0,0,0,0,3.17,3.17,2.17,0,4.17,7.33,22.21,5.67,7.62,YF
CUST0000666576,9/6/2006,11/1/2007,10/17/2007,248,6,1,0,1,1,6,7,60.14,7,0.71,5.98,277.97,39.71,55.59,3.08,0,0,0,277.97,1.75,23.87,17.76,2.34,11.28,0,0,0,0,0.2,2.8,21.4,0.8,18.2,5.4,0,61.46,9.26,4.36,YA
CUST0000266254,6/20/2006,7/1/2008,6/14/2008,5,7,2,8,0,1,0,9,82.44,7,0.86,5.98,27.77,3.97,4.63,1.04,4.41,4.41,4.41,27.77,0,0,3.84,0,0,4.72,0,0,0,1,0.33,0.67,1.17,0,0.67,0,0,3.84,0,OT
CUST0000925041,8/31/2006,3/10/2008,11/6/2007,118,6,1,0,3,0,4,7,79.57,7,1,5.98,78.62,11.23,11.23,1.17,0,0,16.59,78.62,0.73,6.49,5.39,0,1.97,0,0,0,0,0.29,0.14,8.14,0.43,2.29,5.86,10.61,14.41,7.09,0,OA
CUST0000466500,5/12/2007,12/31/2007,12/16/2007,188,6,2,5,1,0,2,8,29.13,8,0.5,6.84,54.74,6.84,13.69,10.9,0,0,0,54.74,0,0,0.84,25.3,0.81,0,0,0,0,2.25,0,0,2.25,0,0,0,0,0.84,13.06,OF
CUST0000629745,5/6/2007,3/19/2008,2/18/2008,109,4,4,7,1,0,0,8,39.75,8,0.63,6.84,286.38,35.8,57.28,2.1,0,0,156.06,286.38,4.32,20.06,16.61,0,7.49,0,0,15.24,5.76,0,0,24.2,0.8,13.6,9.8,29.66,48.98,11.8,0,OT
CUST0000955566,7/28/2006,3/24/2008,9/14/2007,104,9,3,0,7,4,1,12,50.42,8,0.63,6.84,122.9,15.36,24.58,1.27,0,0,0.73,122.9,4.11,11.46,6.35,0,4.43,0,0,5.58,0,0.4,4.8,12.8,2.2,6.6,9.2,10.74,35.95,6.26,0,YF
CUST0000174074,9/5/2006,3/20/2008,2/18/2008,108,7,1,1,4,3,0,8,70.25,8,0.63,6.84,243.06,30.38,48.61,2.31,0,0,82.55,243.06,4.13,24.5,12.13,0,4.52,0,0,13.86,0,0.2,2.8,19,2.2,13.8,6,36.5,48.52,0,0,OT
